Organisation_Code,Legal_Name,Is_RTO,Status,Registration_Manager,Legal_Authority,Head_Office_Physical_Address,Head_Office_Location_State,Latitude,Longitude,RTO_Type,NSW_Delivery_Approved,VIC_Delivery_Approved,QLD_Delivery_Approved,SA_Delivery_Approved,WA_Delivery_Approved,TAS_Delivery_Approved,NT_Delivery_Approved,ACT_Delivery_Approved
32052,Future Skills Limited,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Suite 1.1, Ian Barclay Building, 460 - 492 Beaudesert Rd, Salisbury, QLD, 4107",Queensland,-27.54426,153.02039,Industry Association,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32053,Rite Moves Developments Pty Ltd as trustee for the Rimmington Family Trust,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"157 BARGARA RD, Bundaberg, QLD, 4670",Queensland,-24.85128,152.38491,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32054,Logan Workforce Solutions Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"31 OKINJA RD, Alexandra Headland, QLD, 4572",Queensland,-26.66572,153.10274,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32055,ANNETTE MARIE FINAMORE,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Noosa Boardroom, 8-10 28 Eenie Creek Rd, NOOSAVILLE, QLD, 4566",Queensland,-26.4134,153.04957,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32061,BARS Training Australia Pty Ltd as trustee for The Oliver Family Trust,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"669 Flinders St, TOWNSVILLE CITY, QLD, 4810",Queensland,-19.26015,146.81627,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32073,Australian Frontline Training College Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 1, 360 St Pauls Terrace, FORTITUDE VALLEY, QLD, 4006",Queensland,-27.45518,153.03234,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32074,BIZMATRIX Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 67 193-203 South Pine Rd, BRENDALE, QLD, 4500",Queensland,-27.32418,152.98145,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32075,BUILDING FUTURES PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"15 HIGH ST, Forest Lake, QLD, 4078",Queensland,-27.62509,152.97167,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32089,Fitness Institute Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"719-741 Flinders St, TOWNSVILLE CITY, QLD, 4810",Queensland,-19.26679,146.80919,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32096,HANMAC Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"601 Ross River Road, Kirwan, QLD, 4817",Queensland,-19.31526,146.73416,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32100,Learner Centre Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"1374 Logan Road, Mount Gravatt, QLD, 4122",Queensland,-27.53513,153.07708,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32106,Burnett Youth Learning Centre Limited,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"3693 Goodwood Road, Elliott, QLD, 4670",Queensland,-25.00887,152.376,School - Independent,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32108,Ascent Training Solutions Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"16 Holland St, NORTHGATE, QLD, 4013",Queensland,-27.39289,153.07092,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32117,Blue Stone Medical Pty Ltd as trustee for Blue Stone Management Services Trust,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Office 1 92 George St, BEENLEIGH, QLD, 4207",Queensland,-27.716694,153.203914,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32121,ExcelR8 Training Solutions Pty Ltd as trustee for ExcelR8 Unit Trust,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"1/5 Snipe Street, Miami, QLD, 4220",Queensland,-28.07243,153.43919,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32122,Maroon Outdoor Education Centre,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"123 MAROON DAM RD, Maroon, QLD, 4310",Queensland,-28.16384,152.65514,School - Government,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32123,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"47 Lomond Crescent, Caloundra West, QLD, 4551",Queensland,-26.8028,153.09162,School - Catholic,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32126,ICON TRAINING ACADEMY PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Robina Town Centre, 167-191 Robina Town Centre Dr, ROBINA, QLD, 4226",Queensland,-28.07612,153.38203,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32130,Redlynch State College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"30 Mary Street, Brisbane, QLD, 4001",Queensland,-27.23536,153.105,School - Government,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32134,Meridan State College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"214 Parklands Boulevard, Meridan Plains, QLD, 4551",Queensland,-26.77214,153.1037,School - Government,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32137,Volt Edge Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 3 739 Nudgee Rd, NORTHGATE, QLD, 4013",Queensland,-27.39727,153.07605,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32141,4 UP SKILLING PTY. LTD.,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"9 Binney St, EUROA, VIC, 3666",Victoria,-36.74911,145.56967,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32142,Insight Training Group Australia Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 12, 23 Collier Rd, MORLEY, WA, 6062",Western Australia,-31.89647,115.90255,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32145,Health Industry Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Shop 12 1344 Gympie Rd, ASPLEY, QLD, 4034",Queensland,-27.36321,153.01645,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32146,Hartwell Pastoral Co Pty Ltd as trustee for KM Hartwell Family Trust,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"37 Macauley Rd, EMERALD, QLD, 4720",Queensland,-23.50236,148.15317,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32151,APEX COMPLIANCE SOLUTIONS (AUSTRALIA) PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 1 410 Ann St, BRISBANE CITY, QLD, 4000",Queensland,-27.46711,153.02503,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32153,Momentum Consulting (Qld) Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 4, 470 Church Street, PARRAMATTA, NSW, 2150",New South Wales,-33.81762,151.00349,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32154,Peter Douglas McGreal as trustee for the McGreal Family Trust,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"8 / 10 Capital Place, Birtinya, QLD, 4575",Queensland,-26.73665,153.12129,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32155,Fit Education Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"55 Queenscroft St, CHELMER, QLD, 4068",Queensland,-27.51139,152.97745,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32156,Wai Kiong Chan as trustee for The W.K. Chan & Associates Trust,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"320 ADELAIDE ST, Brisbane City, QLD, 4000",Queensland,-27.46481,153.02902,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32186,VOCTEC (AUSTRALIA) PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Shop 11 3352 Pacific Hwy, SPRINGWOOD, QLD, 4127",Queensland,-27.62537,153.12854,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32199,SWQ TRAINING PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"46-48 Croft Crescent, Harristown, QLD, 4350",Queensland,-27.58547,151.92318,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32201,Australian Construction Training Services Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"1 / 2-6 Breakwater Road, Robina, QLD, 4226",Queensland,-28.06801,153.36298,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32206,Linda Cathleen Southerden,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"11 Violet Ct, Bongaree, QLD, 4507",Queensland,-27.07187,153.16526,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32207,Max Qualifications Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Ground Floor 144 Edward St, BRISBANE CITY, QLD, 4000",Queensland,-27.46986,153.02799,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32212,Air Gold Coast Pty. Ltd.,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"34 EASTERN AVE, Gold Coast Airport, COOLANGATTA, QLD, 4225",Queensland,-28.16632,153.51285,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32213,Accell Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"19-21 Currie St, NAMBOUR, QLD, 4560",Queensland,-26.62484,152.95976,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32220,The French Beauty Academy Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"69 Laver Drive, Robina, QLD, 4226",Queensland,-28.07623,153.37967,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32221,Coral Sea Training and Employment Service Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"40 Charles Street, Aitkenvale, QLD, 4814",Queensland,-19.29095,146.77066,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32226,Heaton Industrial Holdings Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"57 Pascoe Rd, ORMEAU, QLD, 4208",Queensland,-27.770464,153.232052,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32234,VC Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"16 Farrow St, MCDOWALL, QLD, 4053",Queensland,-27.38265,152.99331,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32237,Aurora Training Institute Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Suite 2525/ 2 Acacia Court, Robina, QLD, 4226",Queensland,-28.09097,153.39507,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32238,Queensland Training and Development Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Shop 6, 839 Mackay Bucasia Rd, Bucasia, QLD, 4750",Queensland,-21.04818,149.1586,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32243,Datum College Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"11-17 Jeffcott St, WEST MELBOURNE, VIC, 3003",Victoria,-37.81169,144.953,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32246,Dangerous Goods Services Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 5 68-72 Perrin Dr, UNDERWOOD, QLD, 4119",Queensland,-27.61798,153.11251,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32251,Term Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 2, 7 Enterprise St, MOLENDINAR, QLD, 4214",Queensland,-27.97665,153.37863,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32252,Eclipse Vale Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"15 Mercer St, GEELONG, VIC, 3220",Victoria,-38.13897,144.35483,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32254,Training Management Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 1 Level 2 17-19 Mt Gravatt-Capalaba Rd, UPPER MOUNT GRAVATT, QLD, 4122",Queensland,-27.55988,153.08212,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32255,Ormeau Woods State High School,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"148 GOLDMINE RD, Ormeau, QLD, 4208",Queensland,-27.77161,153.26698,School - Government,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32257,PreStart Safety & Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"77B Mccoy St, MYAREE, WA, 6154",Western Australia,-32.04385,115.81909,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32265,EduPro Australia Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"22 Warwick St., Annerley, QLD, 4103",Queensland,-27.50996,153.03162,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32266,Felsch & Associates Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"69 Ironbark Rd, Chapel Hill, QLD, 4069",Queensland,-27.49533,152.94306,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32268,The First Aid Group Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"27 Ford Rd, COOMERA, QLD, 4209",Queensland,-27.86488,153.32725,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32273,Firstaid Training Pty Ltd as trustee for Diamond Protection Training,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 2 7-9 Gilby Rd, MOUNT WAVERLEY, VIC, 3149",Victoria,-37.89586,145.13589,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32278,Academy of Fitness Business Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"57-75 Brook St, NORTH TOOWOOMBA, QLD, 4350",Queensland,-27.54895,151.9509,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32279,eHealth Education Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"33 Thurso St, MALVERN EAST, VIC, 3145",Victoria,-37.874757,145.082147,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32284,Designer Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"86 Chelford St, ALDERLEY, QLD, 4051",Queensland,-27.416828,153.006632,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32285,Gold Coast Learning Centre Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 1, 18-22 Orchid Avenue, Surfers Paradise, QLD, 4217",Queensland,-28.00052,153.42914,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32292,NSTA Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"78 The Peninsula, HELENSVALE, QLD, 4212",Queensland,-27.88158,153.34494,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32294,Queensland Rail Limited,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Rail Centre 1 - Floor 2, 305 Edward Street, Brisbane City, QLD, 4000",Queensland,-27.4661,153.02537,Enterprise - Government,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32295,Central Western Queensland Remote Area Planning and Development Board,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"117 Eagle St, Longreach, QLD, 4730",Queensland,-23.44232,144.24831,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32299,Occupational Skills Centre Australia Pty Ltd as trustee for the McCorkle Family Trust,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"381 Bolsover St, DEPOT HILL, QLD, 4700",Queensland,-23.38974,150.5207,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32303,Brisbane Career College Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 2 7 Kelly St, ULTIMO, NSW, 2007",New South Wales,-33.88156,151.19502,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32305,Gateway Training Academy Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"21-23 Pirie St, LIVERPOOL, NSW, 2170",New South Wales,-33.92645,150.9241,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32309,Australian Institute of Learning Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"9 Gilgandra Cl, REEDY CREEK, QLD, 4227",Queensland,-28.1141,153.39497,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32314,Australian Institute of Health and Business Management Pty Ltd ATF Australian Institute of Health and Business Management Trust,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 3 478 George St, SYDNEY, NSW, 2000",New South Wales,-33.8762,151.206,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32328,Down To Earth Results Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"12 Little Bramston, Gladstone, QLD, 4680",Queensland,-23.84375,151.2596,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32331,Regal Security & Industry Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"1/42 Nerang Street, Southport, QLD, 4215",Queensland,-27.97559,153.39625,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32332,CERTO First Aid Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"13 Waterline Bvd, THORNLANDS, QLD, 4164",Queensland,-27.57076,153.27753,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32353,Southpac Aerospace Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Office 3 85 West Burleigh Rd, BURLEIGH HEADS, QLD, 4220",Queensland,-28.092409,153.443632,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32355,Training Direct Australia PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 2 7 Murrajong Rd, SPRINGWOOD, QLD, 4127",Queensland,-27.618061,153.126884,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32363,Australian Institute of Personal Trainers Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"54-58 Brookes St, BOWEN HILLS, QLD, 4006",Queensland,-27.4513,153.03595,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32365,WH&S Training & Assessment Services Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Building 2, 492 Beaudesert Road, Salisbury, QLD, 4107",Queensland,-27.54584,153.01991,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32368,Leichhardt Education and Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"2/48 Hutchinson St, BURLEIGH HEADS, QLD, 4220",Queensland,-28.10364,153.42386,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32369,Andrew Lamb,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"91 Springburn Dr, GLASS HOUSE MOUNTAINS, QLD, 4518",Queensland,-26.90329,152.93797,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32371,Plenty Systems Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 9 23 Main St, VARSITY LAKES, QLD, 4227",Queensland,-28.08008,153.41007,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32373,Skills Recognition International Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"13 Kimberley Ct, EATONS HILL, QLD, 4037",Queensland,-27.33538,152.94145,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32376,EDB Training Services Pty Ltd as Trustee for The Barber Family Trust,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 2&3 / 75 Redland Bay Road, Capalaba, QLD, 4157",Queensland,-27.52757,153.19361,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32381,Civil Safety Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 33 207 Currumburra Rd, ASHMORE, QLD, 4214",Queensland,-27.97733,153.3813,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
