Organisation_Code,Legal_Name,Is_RTO,Status,Registration_Manager,Legal_Authority,Head_Office_Physical_Address,Head_Office_Location_State,Latitude,Longitude,RTO_Type,NSW_Delivery_Approved,VIC_Delivery_Approved,QLD_Delivery_Approved,SA_Delivery_Approved,WA_Delivery_Approved,TAS_Delivery_Approved,NT_Delivery_Approved,ACT_Delivery_Approved
46126,Hunter Education Group Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"27 Centenary Rd, NEWCASTLE, NSW, 2300",New South Wales,-32.92615,151.77446,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46127,Sydney Security Institute Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 1 346-348 Chapel Rd, BANKSTOWN, NSW, 2200",New South Wales,-33.91695,151.03281,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46128,The Australian College of Skills and Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"3A Belair Ave, GLENROY, VIC, 3046",Victoria,-37.704692,144.914909,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46130,Real World RTO Pty. Ltd.,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 3401 5 Harbour Side Ct, BIGGERA WATERS, QLD, 4216",Queensland,-27.93164,153.394385,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46131,Rosebern Australia Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"20A Auburn Rd, AUBURN, NSW, 2144",New South Wales,-33.85138,151.03309,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46132,Queensland Institute of Education and Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"379 Bradman St, ACACIA RIDGE, QLD, 4110",Queensland,-27.59411,153.03598,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46133,1 Stop Training Centre Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"23 Racecourse Rd, WANGARATTA, VIC, 3677",Victoria,-36.36129,146.28669,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46134,PTS Skills Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"132-138 Southwood Rd, STUART, QLD, 4811",Queensland,-19.34752,146.85536,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46135,Obelisk Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 9 50 Clarence St, SYDNEY, NSW, 2000",New South Wales,-33.8659,151.20515,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46136,Labour Care Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"80 Hotham St, PRESTON, VIC, 3072",Victoria,-37.74701,145.00755,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46137,LUTHERAN CHURCH OF AUSTRALIA QLD DISTRICT - PACIFIC LUTHERAN COLLEGE,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Meridan Plains, MERIDAN PLAINS, QLD, 4551",Queensland,-26.77314,153.10652,School - Independent,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46138,Royal Building Academy Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"218 Station St, NORLANE, VIC, 3214",Victoria,-38.08604,144.3675,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46139,Melbourne Institute of Australia Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 8 1 Watton St, WERRIBEE, VIC, 3030",Victoria,-37.900248,144.663762,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46140,UP Skills and Training Registered Training Organisation Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"109 Golda Ave, SALISBURY, QLD, 4107",Queensland,-27.55841,153.03923,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46142,Individual Support Training and Care Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"470 St Kilda Rd, MELBOURNE, VIC, 3004",Victoria,-37.84127,144.97692,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46143,Realm Vista Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 1 190 Queen St, MELBOURNE, VIC, 3000",Victoria,-37.81951,144.96116,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46144,JMDEDU PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"68-70 Gwelo St, TOTTENHAM, VIC, 3012",Victoria,-37.80133,144.86013,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46145,ALLIED HEALTH INSTITUTE PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 10 24-28 Collins St, MELBOURNE, VIC, 3000",Victoria,-37.81346,144.97271,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
46147,Scientific Research Development Institute of Technology Australia Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 8/11 Logandowns Dr, MEADOWBROOK, QLD, 4131",Queensland,-27.66734,153.13776,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46148,Fallon Nutrition Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 4 22 Victoria St, WOLLONGONG, NSW, 2500",New South Wales,-34.42182,150.89153,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46150,Xcelit Institute Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Suite 1403 1 Queens Rd, MELBOURNE, VIC, 3004",Victoria,-37.835809,144.973696,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46151,Humanitas High school,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"148 Brunswick Street, FORTITUDE VALLEY, QLD, 4006",Queensland,-27.455278,153.031558,School - Independent,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46152,Roma State College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Timbury Street, ROMA, QLD, 4455",Queensland,-26.56718,148.78129,School - Independent,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46153,St Thomas College Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 4 579 Harris St, ULTIMO, NSW, 2007",New South Wales,-33.87932,151.19914,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46154,Tagai State College – Thursday Island Secondary,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"22 Binnie Street, TARA, QLD, 4421",Queensland,-27.28019,150.45946,School - Independent,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46155,Macedon Ranges Education Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"16 Sydney St, KILMORE, VIC, 3764",Victoria,-37.29407,144.95173,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46157,Buyers Agent Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 8 131 Queen St, MELBOURNE, VIC, 3000",Victoria,-37.812787,144.959762,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46160,Lifelong Learning Academy Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Factory 2 35 Lock Ave, WERRIBEE, VIC, 3030",Victoria,-37.913094,144.662735,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46161,Trade Upskilling Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"3 Sierra St, BRACKEN RIDGE, QLD, 4017",Queensland,-27.32341,153.04431,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46162,Tara Shire State College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"22 Binnie Street, Tara, QLD, 4421",Queensland,-27.28019,150.45946,School - Independent,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46163,L&K Vogler Enterprises Pty Ltd as Trustee for Vogler Family Trust,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"38 Honeyeater Cres, PEREGIAN SPRINGS, QLD, 4573",Queensland,-26.50253,153.07232,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46164,HARMONY TRAINING ACADEMY,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Shop 102 1 Janefield Dr, BUNDOORA, VIC, 3083",Victoria,-37.68251,145.069943,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46165,Melbourne Institute of Business and Commerce Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 5/21 Victoria St, MELBOURNE, VIC, 3000",Victoria,-37.80726,144.9678,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46166,GLOBAL INSTITUTE OF HEALTH SCIENCES PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"107 Quay St, BRISBANE CITY, QLD, 4000",Queensland,-27.46722,153.01182,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46167,Acorn Child Care Centre Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"10A Branyan St, BUNDABERG WEST, QLD, 4670",Queensland,-24.87149,152.34136,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46168,Attain Skills College Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"158 Margaret St, TOOWOOMBA CITY, QLD, 4350",Queensland,-27.56152,151.95492,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46169,PH & JH Invest Enterprises Pty Limited as trustee for The Hunt Family Trust,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Suite 24 458-470 High St, PENRITH, NSW, 2750",New South Wales,-33.753497,150.696168,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46170,Lexmar Services Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"29 Wareham St, AITKENVALE, QLD, 4814",Queensland,-19.2938,146.77445,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46172,Australian Technical Training Institute of Queensland Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Shop 5 31 Argyle Pde, DARRA, QLD, 4076",Queensland,-27.57249,152.96238,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46173,Nubex College Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 13 35-37 Railway Pde, ENGADINE, NSW, 2233",New South Wales,-34.06745,151.01414,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46174,Australasian Training College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 2 186 Granite St, GEEBUNG, QLD, 4034",Queensland,-27.364153,153.054036,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46175,Australian Institute of Work-Integrated Education and Research Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"137-161 Days Rd, REGENCY PARK, SA, 5010",South Australia,-34.87278,138.56859,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46176,IVBT Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 214 22-36 Mountain St, ULTIMO, NSW, 2007",New South Wales,-33.882346,151.196629,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46177,IMPEL Education PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"118 Church St, PARRAMATTA, NSW, 2150",New South Wales,-33.81856,151.00413,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46178,AUSTRALIAN LEADING EDUCATION GROUP PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 16 301 Castlereagh St, HAYMARKET, NSW, 2000",New South Wales,-33.87872,151.20824,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46179,STAMFORD INTERNATIONAL COLLEGE PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"182 Capel St, NORTH MELBOURNE, VIC, 3051",Victoria,-37.803152,144.955884,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46180,Saltbush Social Enterprises Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"9 Nylander St, PARAP, NT, 0820",Northern Territory,-12.43893,130.83923,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
46181,Industry Training Alliance Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 12 49-51 York St, SYDNEY, NSW, 2000",New South Wales,-33.86708,151.2056,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
